,row_id,icd9_code,short_title,long_title
14119,14120,85134,Opn cortx lac-proln coma,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
14120,14121,85135,Opn cortex lac-deep coma,"Cortex (cerebral) laceration with open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
14121,14122,85136,Opn cortx lacer-coma NOS,"Cortex (cerebral) laceration with open intracranial wound, with loss of consciousness of unspecified duration"
14122,14123,85139,Opn cortx lacer-concuss,"Cortex (cerebral) laceration with open intracranial wound, with concussion, unspecified"
14123,14124,85140,Cerebel/brain stm contus,"Cerebellar or brain stem contusion without mention of open intracranial wound, unspecified state of consciousness"
14124,14125,85141,Cerebell contus w/o coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with no loss of consciousness"
14125,14126,85142,Cerebell contus-brf coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
14126,14127,85143,Cerebell contus-mod coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with moderate [1-24 hours] loss of consciousness"
14127,14128,85144,Cerebel contus-prol coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level"
14128,14129,85145,Cerebel contus-deep coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level"
14129,14130,85146,Cerebell contus-coma NOS,"Cerebellar or brain stem contusion without mention of open intracranial wound, with loss of consciousness of unspecified duration"
14130,14131,85149,Cerebell contus-concuss,"Cerebellar or brain stem contusion without mention of open intracranial wound, with concussion, unspecified"
14131,14132,85150,Cerebel contus w opn wnd,"Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness"
14132,14133,85151,Opn cerebe cont w/o coma,"Cerebellar or brain stem contusion with open intracranial wound, with no loss of consciousness"
14133,14134,85152,Opn cerebe cont-brf coma,"Cerebellar or brain stem contusion with open intracranial wound, with brief [less than one hour] loss of consciousness"
14134,14135,85153,Opn cerebe cont-mod coma,"Cerebellar or brain stem contusion with open intracranial wound, with moderate [1-24 hours] loss of consciousness"
14135,14136,71963,Joint sympt NEC-forearm,"Other symptoms referable to joint, forearm"
14136,14137,71964,Joint symptom NEC-hand,"Other symptoms referable to joint, hand"
14137,14138,71965,Joint symptom NEC-pelvis,"Other symptoms referable to joint, pelvic region and thigh"
14138,14139,71966,Joint symptom NEC-l/leg,"Other symptoms referable to joint, lower leg"
14139,14140,71967,Joint symptom NEC-ankle,"Other symptoms referable to joint, ankle and foot"
14140,14141,71968,Joint symptom NEC-oth jt,"Other symptoms referable to joint, other specified sites"
14141,14142,71969,Joint sympt NEC-mult jts,"Other symptoms referable to joint, multiple sites"
14142,14143,7197,Difficulty in walking,Difficulty in walking
14143,14144,71980,Joint dis NEC-unspec,"Other specified disorders of joint, site unspecified"
14144,14145,71981,Joint dis NEC-shlder,"Other specified disorders of joint, shoulder region"
14145,14146,71982,Joint dis NEC-up/arm,"Other specified disorders of joint, upper arm"
14146,14147,71983,Joint dis NEC-forearm,"Other specified disorders of joint, forearm"
14147,14148,71984,Joint dis NEC-hand,"Other specified disorders of joint, hand"
14148,14149,71985,Joint dis NEC-pelvis,"Other specified disorders of joint, pelvic region and thigh"
14149,14150,71986,Joint dis NEC-l/leg,"Other specified disorders of joint, lower leg"
14150,14151,E976,Legal intervention NOS,Injury due to legal intervention by unspecified means
14151,14152,E977,Late eff-legal intervent,Late effects of injuries due to legal intervention
14152,14153,E978,Legal execution,Legal execution
14153,14154,E9790,"Terrorism,marine weapons",Terrorism involving explosion of marine weapons
14154,14155,E9791,"Terrorism,dest aircraft",Terrorism involving destruction of aircraft
14155,14156,E9792,"Terrorism,explosions",Terrorism involving other explosions and fragments
14156,14157,E9793,"Terrorism, fires",Terrorism involving fires
14157,14158,E9794,"Terrorism, firearms",Terrorism involving firearms
14158,14159,E9795,"Terrorism, nuc weapons",Terrorism involving nuclear weapons
14159,14160,E9796,"Terrorism, biologicals",Terrorism involving biological weapons
14160,14161,E9797,"Terrorism, chemicals",Terrorism involving chemical weapons
14161,14162,E9798,"Terrorism, NEC/NOS",Terrorism involving other means
14162,14163,E9799,"Terrorism, secondary",Terrorism secondary effects
14163,14164,E9800,Undeterm pois-analgesics,"Poisoning by analgesics, antipyretics, and antirheumatics, undetermined whether accidentally or purposely inflicted"
14164,14165,E9801,Undeterm pois-barbiturat,"Poisoning by barbiturates, undetermined whether accidentally or purposely inflicted"
14165,14166,E9802,Undet pois-sed/hypn NEC,"Poisoning by other sedatives and hypnotics, undetermined whether accidentally or purposely inflicted"
14166,14167,E9803,Undeterm pois-psychotrop,"Poisoning by tranquilizers and other psychotropic agents, undetermined whether accidentally or purposely inflicted"
14167,14168,E9804,Undet pois-med agnt NEC,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted"
14168,14169,E9805,Undet pois-med agnt NOS,"Poisoning by unspecified drug or medicinal substance, undetermined whether accidentally or purposely inflicted"
14169,14170,E9806,Undet pois-corros/caust,"Poisoning by corrosive and caustic substances, undetermined whether accidentally or purposely inflicted"
14170,14171,E9807,Undet pois-agricult agnt,"Poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers, undetermined whether accidentally or purposely inflicted"
14171,14172,E9808,Undeter pois-arsenic,"Poisoning by arsenic and its compounds, undetermined whether accidentally or purposely inflicted"
14172,14173,E9809,Undeter pois-sol/liq NEC,"Poisoning by other and unspecified solid and liquid substances, undetermined whether accidentally or purposely inflicted"
14173,14174,E9810,Undeter pois-piped gas,"Poisoning by gas distributed by pipeline, undetermined whether accidentally or purposely inflicted"
14174,14175,E9811,Undet pois-container gas,"Poisoning by liquefied petroleum gas distributed in mobile containers, undetermined whether accidentally or purposely inflicted"
14175,14176,E9818,Undet pois-util gas NEC,"Poisoning by other utility gas, undetermined whether accidentally or purposely inflicted"
14176,14177,E9820,Undeter pois-exhaust gas,"Poisoning by motor vehicle exhaust gas, undetermined whether accidentally or purposely inflicted"
14177,14178,E9821,Undetermin poison-co NEC,"Poisoning by other carbon monoxide, undetermined whether accidentally or purposely inflicted"
14178,14179,E9828,Undet pois-gas/vapor NEC,"Poisoning by other specified gases and vapors, undetermined whether accidentally or purposely inflicted"
14179,14180,E9829,Undet pois-gas/vapor NOS,"Poisoning by unspecified gases and vapors, undetermined whether accidentally or purposely inflicted"
14180,14181,E9830,Undetermin circ-hanging,"Hanging, undetermined whether accidentally or purposely inflicted"
14181,14182,E9831,Undet circ-suf plast bag,"Suffocation by plastic bag, undetermined whether accidentally or purposely inflicted"
14182,14183,E9838,Undet circ-suffocate NEC,"Strangulation or suffocation by other specified means, undetermined whether accidentally or purposely inflicted"
14183,14184,E9839,Undet circ-suffocate NOS,"Strangulation or suffocation by unspecified means, undetermined whether accidentally or purposely inflicted"
14184,14185,E984,Undeterm circ-submersion,"Submersion (drowning), undetermined whether accidentally or purposely inflicted"
14185,14186,E9850,Undetermin circ-handgun,"Injury by handgun, undetermined whether accidentally or purposely inflicted"
14186,14187,E9851,Undetermin circ-shotgun,"Injury by shotgun, undetermined whether accidentally or purposely inflicted"
14187,14188,E9852,Undet circ-hunting rifle,"Injury by hunting rifle, undetermined whether accidentally or purposely inflicted"
14188,14189,E9853,Undet circ-military arms,"Injury by military firearms, undetermined whether accidentally or purposely inflicted"
14189,14190,E9854,Undeter circ-firearm NEC,"Injury by other and unspecified firearm, undetermined whether accidentally or purposely inflicted"
14190,14191,E9855,Undeterm circ-explosive,"Injury by explosives, undetermined whether accidentally or purposely inflicted"
14191,14192,E9856,Undetrmine accid-air gun,"Injury by air gun, undetermined whether accidental or purposely inflicted"
14192,14193,E9857,Injury paintball gun NOS,"Injury by paintball gun, undetermined whether accidental or purposely inflicted"
14193,14194,E986,Undet circ-cut instrumnt,"Injury by cutting and piercing instruments, undetermined whether accidentally or purposely inflicted"
14194,14195,E9870,Undet circ-fall residenc,"Falling from residential premises, undetermined whether accidentally or purposely inflicted"
14195,14196,E9871,Undet fall structure NEC,"Falling from other man-made structures, undetermined whether accidentally or purposely inflicted"
14196,14197,E9872,Undet fall natural site,"Falling from natural sites, undetermined whether accidentally or purposely inflicted"
14197,14198,E9879,Undet circ-fall site NOS,"Falling from unspecified site, undetermined whether accidentally or purposely inflicted"
14198,14199,E9880,Undeterm circ-moving obj,"Injury by jumping or lying before moving object, undetermined whether accidentally or purposely inflicted"
14199,14200,E9881,"Undeterm circ-burn, fire","Injury by burns or fire, undetermined whether accidentally or purposely inflicted"
14200,14201,E9882,Undeterm circ-scald,"Injury by scald, undetermined whether accidentally or purposely inflicted"
14201,14202,E9883,Undeterm circ-extrm cold,"Injury by extremes of cold, undetermined whether accidentally or purposely inflicted"
14202,14203,E9884,Undeterm circ-electrocut,"Injury by electrocution, undetermined whether accidentally or purposely inflicted"
14203,14204,87321,Open wound nasal septum,"Open wound of nasal septum, without mention of complication"
14204,14205,87322,Open wound nasal cavity,"Open wound of nasal cavity, without mention of complication"
14205,14206,87323,Open wound nasal sinus,"Open wound of nasal sinus, without mention of complication"
14206,14207,87329,Mult open wound nose,"Open wound of multiple sites of nose, without mention of complication"
14207,14208,87330,Open wnd nose NOS-compl,"Open wound of nose, unspecified site, complicated"
14208,14209,87331,Opn wnd nas septum-compl,"Open wound of nasal septum, complicated"
14209,14210,87332,Open wnd nasal cav-compl,"Open wound of nasal cavity, complicated"
14210,14211,87333,Open wnd nas sinus-compl,"Open wound of nasal sinus, complicated"
14211,14212,87339,Mult open wnd nose-compl,"Open wound of multiple sites of nose, complicated"
14212,14213,87340,Open wound of face NOS,"Open wound of face, unspecified site, without mention of complication"
14213,14214,87341,Open wound of cheek,"Open wound of cheek, without mention of complication"
14214,14215,87342,Open wound of forehead,"Open wound of forehead, without mention of complication"
14215,14216,87343,Open wound of lip,"Open wound of lip, without mention of complication"
14216,14217,87344,Open wound of jaw,"Open wound of jaw, without mention of complication"
14217,14218,87349,Open wound of face NEC,"Open wound of other and multiple sites of face, without mention of complication"
14218,14219,87350,Open wnd face NOS-compl,"Open wound of face, unspecified site, complicated"
14219,14220,87351,Open wound cheek-compl,"Open wound of cheek, complicated"
14220,14221,87352,Open wnd forehead-compl,"Open wound of forehead, complicated"
14221,14222,87353,Open wound lip-complicat,"Open wound of lip, complicated"
14222,14223,87354,Open wound jaw-complicat,"Open wound of jaw, complicated"
14223,14224,87359,Open wnd face NEC-compl,"Open wound of other and multiple sites of face, complicated"
14224,14225,87360,Open wound of mouth NOS,"Open wound of mouth, unspecified site, without mention of complication"
14225,14226,87361,Open wound buccal mucosa,"Open wound of buccal mucosa, without mention of complication"
14226,14227,87362,Open wound of gum,"Open wound of gum (alveolar process), without mention of complication"
14227,14228,87363,Broken tooth-uncomplic,"Open wound of tooth (broken) (fractured) (due to trauma), without mention of complication"
14228,14229,87364,Opn wnd tongue/mouth flr,"Open wound of tongue and floor of mouth, without mention of complication"
14229,14230,87365,Open wound of palate,"Open wound of palate, without mention of complication"
14230,14231,87369,Open wound mouth NEC,"Open wound of other and multiple sites of mouth, without mention of complication"
14231,14232,87370,Open wnd mouth NOS-compl,"Open wound of mouth, unspecified site, complicated"
14232,14233,87371,Opn wnd buc mucosa-compl,"Open wound of buccal mucosa, complicated"
14233,14234,87372,Open wound gum-compl,"Open wound of gum (alveolar process), complicated"
14234,14235,87373,Broken tooth-complicated,"Open wound of tooth (broken) (fractured) (due to trauma), complicated"
14235,14236,87374,Open wound tongue-compl,"Open wound of tongue and floor of mouth, complicated"
14236,14237,87375,Open wound palate-compl,"Open wound of palate, complicated"
14237,14238,87379,Open wnd mouth NOS-compl,"Open wound of other and multiple sites of mouth, complicated"
14238,14239,8738,Open wound of head NEC,Other and unspecified open wound of head without mention of complication
14239,14240,8739,Open wnd head NEC-compl,"Other and unspecified open wound of head, complicated"
14240,14241,87400,Opn wnd larynx w trachea,"Open wound of larynx with trachea, without mention of complication"
14241,14242,87401,Open wound of larynx,"Open wound of larynx, without mention of complication"
14242,14243,87402,Open wound of trachea,"Open wound of trachea, without mention of complication"
14243,14244,87410,Opn wnd lary w trac-comp,"Open wound of larynx with trachea, complicated"
14244,14245,87411,Open wound larynx-compl,"Open wound of larynx, complicated"
14245,14246,87412,Open wound trachea-compl,"Open wound of trachea, complicated"
14246,14247,8742,Open wound thyroid gland,"Open wound of thyroid gland, without mention of complication"
14247,14248,8743,Open wound thyroid-compl,"Open wound of thyroid gland, complicated"
14248,14249,8744,Open wound of pharynx,"Open wound of pharynx, without mention of complication"
14249,14250,8745,Open wound pharynx-compl,"Open wound of pharynx, complicated"
14250,14251,8748,Open wound of neck NEC,"Open wound of other and unspecified parts of neck, without mention of complication"
14251,14252,8749,Opn wound neck NEC-compl,"Open wound of other and unspecified parts of neck, complicated"
14252,14253,8750,Open wound of chest,"Open wound of chest (wall), without mention of complication"
14253,14254,8751,Open wound chest-compl,"Open wound of chest (wall), complicated"
14254,14255,8760,Open wound of back,"Open wound of back, without mention of complication"
14255,14256,8761,Open wound back-compl,"Open wound of back, complicated"
14256,14257,8770,Open wound of buttock,"Open wound of buttock, without mention of complication"
14257,14258,8771,Open wound buttock-compl,"Open wound of buttock, complicated"
14258,14259,94452,3rd burn w loss-thumb,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of thumb (nail)"
14259,14260,94453,3rd brn w loss-mult fngr,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of two or more digits of hand, not including thumb"
14260,14261,94454,3rd brn w loss-fngr/thmb,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of two or more digits of hand including thumb"
14261,14262,94455,3rd burn w loss-palm,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of palm of hand"
14262,14263,94456,3rd brn w loss-bk of hnd,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of back of hand"
14263,14264,94457,3rd burn w loss-wrist,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of wrist"
14264,14265,94458,3rd brn w loss hand-mult,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of multiple sites of wrist(s) and hand(s)"
14265,14266,94500,Burn NOS leg-unspec,"Burn of unspecified degree of lower limb [leg], unspecified site"
14266,14267,94501,Burn NOS toe,Burn of unspecified degree of toe(s) (nail)
14267,14268,94502,Burn NOS foot,Burn of unspecified degree of foot
14268,14269,94503,Burn NOS ankle,Burn of unspecified degree of ankle
14269,14270,94504,Burn NOS lower leg,Burn of unspecified degree of lower leg
14270,14271,94505,Burn NOS knee,Burn of unspecified degree of knee
14271,14272,94506,Burn NOS thigh,Burn of unspecified degree of thigh [any part]
14272,14273,94509,Burn NOS leg-multiple,Burn of unspecified degree of multiple sites of lower limb(s)
14273,14274,94510,1st deg burn leg NOS,"Erythema [first degree] of lower limb [leg], unspecified site"
14274,14275,94511,1st deg burn toe,Erythema [first degree] of toe(s) (nail)
14275,14276,94512,1st deg burn foot,Erythema [first degree] of foot
14276,14277,94513,1st deg burn ankle,Erythema [first degree] of ankle
14277,14278,94514,1st deg burn lower leg,Erythema [first degree] of lower leg
14278,14279,94515,1st deg burn knee,Erythema [first degree] of knee
14279,14280,94516,1st deg burn thigh,Erythema [first degree] of thigh [any part]
14280,14281,94519,1st deg burn leg-mult,Erythema [first degree] of multiple sites of lower limb(s)
14281,14282,94520,2nd deg burn leg NOS,"Blisters, epidermal loss [second degree] of lower limb [leg], unspecified site"
14282,14283,94521,2nd deg burn toe,"Blisters, epidermal loss [second degree] of toe(s) (nail)"
14283,14284,94522,2nd deg burn foot,"Blisters, epidermal loss [second degree] of foot"
14284,14285,94523,2nd deg burn ankle,"Blisters, epidermal loss [second degree] of ankle"
14285,14286,94524,2nd deg burn lower leg,"Blisters, epidermal loss [second degree] of lower leg"
14286,14287,94525,2nd deg burn knee,"Blisters, epidermal loss [second degree] of knee"
14287,14288,94526,2nd deg burn thigh,"Blisters, epidermal loss [second degree] of thigh [any part]"
14288,14289,94529,2nd deg burn leg-mult,"Blisters, epidermal loss [second degree] of multiple sites of lower limb(s)"
14289,14290,94530,3rd deg burn leg NOS,Full-thickness skin loss [third degree NOS] of lower limb [leg] unspecified site
14290,14291,94531,3rd deg burn toe,Full-thickness skin loss [third degree NOS] of toe(s) (nail)
14291,14292,94532,3rd deg burn foot,Full-thickness skin loss [third degree NOS] of foot
14292,14293,94533,3rd deg burn ankle,Full-thickness skin loss [third degree NOS] of ankle
14293,14294,94534,3rd deg burn low leg,Full-thickness skin loss [third degree nos] of lower leg
14294,14295,94535,3rd deg burn knee,Full-thickness skin loss [third degree NOS] of knee
14295,14296,94536,3rd deg burn thigh,Full-thickness skin loss [third degree NOS] of thigh [any part]
14296,14297,94539,3rd deg burn leg-mult,Full-thickness skin loss [third degree NOS] of multiple sites of lower limb(s)
14297,14298,94540,Deep 3rd deg brn leg NOS,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, lower limb [leg], unspecified site"
14298,14299,94541,Deep 3rd deg burn toe,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of toe(s)(nail)"
14299,14300,94542,Deep 3rd deg burn foot,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of foot"
14300,14301,94543,Deep 3rd deg burn ankle,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of ankle"
14301,14302,94544,Deep 3rd deg brn low leg,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of lower leg"
14302,14303,94545,Deep 3rd deg burn knee,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of knee"
14303,14304,94546,Deep 3rd deg burn thigh,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of thigh [any part]"
14304,14305,94549,Deep 3 deg burn leg-mult,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of multiple sites of lower limb(s)"
14305,14306,94550,3 deg brn w loss-leg NOS,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of lower limb [leg], unspecified site"
14306,14307,94551,3 deg burn w loss-toe,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of toe(s) (nail)"
14307,14308,94552,3 deg burn w loss-foot,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of foot"
14308,14309,94553,3 deg burn w loss-ankle,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of ankle"
14309,14310,94554,3 deg brn w loss-low leg,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of lower leg"
14310,14311,94555,3 deg burn w loss-knee,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of knee"
14311,14312,94556,3 deg burn w loss-thigh,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of thigh [any part]"
14312,14313,94559,3 deg brn w loss leg-mlt,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of multiple sites of lower limb(s)"
14313,14314,9460,Burn NOS multiple site,"Burns of multiple specified sites, unspecified degree"
14314,14315,E8163,Loss control mv-mcyc psg,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring passenger on motorcycle"
14315,14316,E8164,Loss cont mv acc-st car,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring occupant of streetcar"
14316,14317,E8165,Loss cont mv-anim rider,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring rider of animal; occupant of animal-drawn vehicle"
14317,14318,E8166,Loss control mv-ped cycl,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedal cyclist"
14318,14319,E8167,Loss control mv-pedest,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedestrian"
14319,14320,E8168,Loss control mv-pers NEC,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring other specified person"
14320,14321,E8169,Loss control mv-pers NOS,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring unspecified person"
14321,14322,E8170,Mv acc board/alight-driv,Noncollision motor vehicle traffic accident while boarding or alighting injuring driver of motor vehicle other than motorcycle
14322,14323,E8171,Mv acc board/alight-psgr,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger in motor vehicle other than motorcycle
14323,14324,E8172,Mv board/alight-motcycl,Noncollision motor vehicle traffic accident while boarding or alighting injuring motorcyclist
14324,14325,E8173,Mv brd/alight-mcycl psgr,Noncollision motor vehicle traffic accident while boarding or alighting injuring passenger on motorcycle
14325,14326,E8174,Mv acc brd/alight-st car,Noncollision motor vehicle traffic accident while boarding or alighting injuring occupant of streetcar
14326,14327,E8175,Mv brd/alight-anim rider,Noncollision motor vehicle traffic accident while boarding or alighting injuring rider of animal; occupant of animal-drawn vehicle
14327,14328,E8176,Mv brd/alight-ped cycl,Noncollision motor vehicle traffic accident while boarding or alighting injuring pedal cyclist
14328,14329,E8177,Mv brd/alight-pedestrian,Noncollision motor vehicle traffic accident while boarding or alighting injuring pedestrian
14329,14330,E8178,Mv board/alight-pers NEC,Noncollision motor vehicle traffic accident while boarding or alighting injuring other specified person
14330,14331,E8179,Mv board/alight-pers NOS,Noncollision motor vehicle traffic accident while boarding or alighting injuring unspecified person
14331,14332,E8180,Mv traff acc NEC-driver,Other noncollision motor vehicle traffic accident injuring driver of motor vehicle other than motorcycle
14332,14333,E8181,Mv traff acc NEC-pasngr,Other noncollision motor vehicle traffic accident injuring passenger in motor vehicle other than motorcycle
14333,14334,E8182,Mv traff acc NEC-mocycl,Other noncollision motor vehicle traffic accident injuring motorcyclist
14334,14335,E8183,Mv traff acc-mcycl psgr,Other noncollision motor vehicle traffic accident injuring passenger on motorcycle
14335,14336,E8184,Mv traff acc NEC-st car,Other noncollision motor vehicle traffic accident injuring occupant of streetcar
14336,14337,E8185,Mv traff acc-anim rider,Other noncollision motor vehicle traffic accident injuring rider of animal; occupant of animal-drawn vehicle
14337,14338,E8186,Mv traff acc-ped cyc,Other noncollision motor vehicle traffic accident injuring pedal cyclist
14338,14339,E8187,Mv traff acc NEC-pedest,Other noncollision motor vehicle traffic accident injuring pedestrian
14339,14340,E8188,Mv traff acc-pers NEC,Other noncollision motor vehicle traffic accident injuring other specified person
14340,14341,E8189,Mv traff acc-pers NOS,Other noncollision motor vehicle traffic accident injuring unspecified person
14341,14342,E8190,Traffic acc NOS-driver,Motor vehicle traffic accident of unspecified nature injuring driver of motor vehicle other than motorcycle
14342,14343,E8191,Traffic acc NOS-pasngr,Motor vehicle traffic accident of unspecified nature injuring passenger in motor vehicle other than motorcycle
14343,14344,E8192,Traffic acc NOS-motcycl,Motor vehicle traffic accident of unspecified nature injuring motorcyclist
14344,14345,E8193,Traff acc NOS-mcycl psgr,Motor vehicle traffic accident of unspecified nature injuring passenger on motorcycle
14345,14346,E8194,Traffic acc NOS-st car,Motor vehicle traffic accident of unspecified nature injuring occupant of streetcar
14346,14347,E8195,Traff acc NOS-anim rider,Motor vehicle traffic accident of unspecified nature injuring rider of animal; occupant of animal-drawn vehicle
14347,14348,E8196,Traffic acc NOS-ped cycl,Motor vehicle traffic accident of unspecified nature injuring pedal cyclist
14348,14349,E8197,Traffic acc NOS-pedest,Motor vehicle traffic accident of unspecified nature injuring pedestrian
14349,14350,E8198,Traffic acc NOS-pers NEC,Motor vehicle traffic accident of unspecified nature injuring other specified person
14350,14351,E8199,Traffic acc NOS-pers NOS,Motor vehicle traffic accident of unspecified nature injuring unspecified person
14351,14352,E8200,Snow veh acc-driver,Nontraffic accident involving motor-driven snow vehicle injuring driver of motor vehicle other than motorcycle
14352,14353,E8201,Snow veh acc-pasngr,Nontraffic accident involving motor-driven snow vehicle injuring passenger in motor vehicle other than motorcycle
14353,14354,E8202,Snow veh acc-motorcycl,Nontraffic accident involving motor-driven snow vehicle injuring motorcyclist
14354,14355,E8203,Snow veh acc-mcycl psgr,Nontraffic accident involving motor-driven snow vehicle injuring passenger on motorcycle
14355,14356,E8204,Snow veh acc-st car,Nontraffic accident involving motor-driven snow vehicle injuring occupant of streetcar
14356,14357,E8205,Snow veh acc-anim rider,Nontraffic accident involving motor-driven snow vehicle injuring rider of animal; occupant of animal-drawn vehicle
14357,14358,E8206,Snow veh acc-ped cycl,Nontraffic accident involving motor-driven snow vehicle injuring pedal cyclist
14358,14359,E8207,Snow veh acc-pedest,Nontraffic accident involving motor-driven snow vehicle injuring pedestrian
14359,14360,E8208,Snow veh acc-pers NEC,Nontraffic accident involving motor-driven snow vehicle injuring other specified person
14360,14361,E8209,Snow veh acc-pers NOS,Nontraffic accident involving motor-driven snow vehicle injuring unspecified person
14361,14362,E8210,Oth off-road mv acc-driv,Nontraffic accident involving other off-road motor vehicle injuring driver of motor vehicle other than motorcycle
14362,14363,E8211,Oth off-road mv acc-psgr,Nontraffic accident involving other off-road motor vehicle injuring passenger in motor vehicle other than motorcycle
14363,14364,E8212,Oth off-road mv-mocycl,Nontraffic accident involving other off-road motor vehicle injuring motorcyclist
14364,14365,E9885,Undet circ-mot veh crash,"Injury by crashing of motor vehicle, undetermined whether accidentally or purposely inflicted"
14365,14366,E9886,Undet circ-aircrft crash,"Injury by crashing of aircraft, undetermined whether accidentally or purposely inflicted"
14366,14367,E9887,Undet circ-caustic subst,"Injury by caustic substances, except poisoning, undetermined whether accidentally or purposely inflicted"
14367,14368,E9888,Undetermin circumst NEC,"Injury by other specified means, undetermined whether accidentally or purposely inflicted"
14368,14369,E9889,Undetermin circumst NOS,"Injury by unspecified means, undetermined whether accidentally or purposely inflicted"
14369,14370,E989,Late eff inj-undet circ,"Late effects of injury, undetermined whether accidentally or purposely inflicted"
14370,14371,E9900,War inj:gasoline bomb,Injury due to war operations from gasoline bomb
14371,14372,E9901,War inj:flamethrower,Injury due to war operations from flamethrower
14372,14373,E9902,War inj:incndiary bullet,Injury due to war operations from incendiary bullet
14373,14374,E9903,War inj:ind convn weapn,Injury due to war operations from fire caused indirectly from conventional weapon
14374,14375,E9909,War injury:fire NEC,Injury due to war operations from other and unspecified source
14375,14376,E9910,War inj:rubber bullet,Injury due to war operations from rubber bullets (rifle)
14376,14377,E9911,War injury:pellets,Injury due to war operations from pellets (rifle)
14377,14378,E9912,War injury:bullet NEC,Injury due to war operations from other bullets
14378,14379,E9913,War inj:antiperson bomb,Injury due to war operations from antipersonnel bomb (fragments)
14379,14380,E9914,War inj:munition fragmnt,Injury due to war operations by fragments from munitions
14380,14381,E9915,War inj:prsn-brn fragmnt,Injury due to war operations by fragments from person-borne improvised explosive device [IED]
14381,14382,E9916,War inj:vehic-borne IED,Injury due to war operations by fragments from vehicle-borne improvised explosive device [IED]
14382,14383,E9917,War inj:fragment IED NEC,Injury due to war operations by fragments from other improvised explosive device [IED]
14383,14384,E9918,War inj:weapon fragments,Injury due to war operations by fragments from weapons
14384,14385,E9919,War inj:fragments NEC,Injury due to war operations from other and unspecified fragments
14385,14386,E9920,War inj:torpedo,Injury due to torpedo
14386,14387,E9921,War inj:depth charge,Injury due to depth charge
14387,14388,E9922,War inj:marine mines,Injury due to marine mines
14388,14389,E9923,War inj:seabase art shel,Injury due to sea-based artillery shell
14389,14390,E9928,War inj:marine weapn NEC,Injury due to war operations by other marine weapons
14390,14391,E9929,War inj:marine weapn NOS,Injury due to war operations by unspecified marine weapon
14391,14392,E9930,War inj:aerial bomb,Injury due to war operations by aerial bomb
14392,14393,E9931,War inj:guided missile,Injury due to war operations by guided missile
14393,14394,E9932,War inj:mortar,Injury due to war operations by mortar
14394,14395,E9933,War inj:person IED,Injury due to war operations by person-borne improvised explosive device [IED]
14395,14396,E9934,War inj:vehicle IED,Injury due to war operations by vehicle-borne improvised explosive device [IED]
14396,14397,E9935,War inj:IED NEC,Injury due to war operations by other improvised explosive device [IED]
14397,14398,E9936,War inj:acc own munition,Injury due to war operations by unintentional detonation of own munitions
