,row_id,itemid,label,abbreviation,dbsource,linksto,category,unitname,param_type,conceptid
11994,15182,228182,SVI (PiCCO),SVI (PiCCO),metavision,chartevents,PiCCO,mL/m2,Numeric,
11995,15183,228183,SVRI (PiCCO)_OLD_1,SVRI (PiCCO)_OLD_1,metavision,chartevents,PiCCO,dynes.sec.cm-5/m2,Numeric,
11996,15184,228184,SVV (PiCCO),SVV (PiCCO),metavision,chartevents,PiCCO,%,Numeric,
11997,15185,228185,SVRI (PiCCO),SVRI (PiCCO),metavision,chartevents,PiCCO,dynes.sec.cm-5/m2,Numeric,
11998,15186,228186,Access Site Observed (Tandem Heart),Access Site Observed (Tandem Heart),metavision,chartevents,Tandem Heart,,Checkbox,
11999,15187,228187,Cannulas Visible,Cannulas Visible,metavision,chartevents,Tandem Heart,,Checkbox,
12000,15188,228188,Change in Blood Color,Change in Blood Color,metavision,chartevents,Tandem Heart,,Checkbox,
12001,15189,228189,CO-Tandem Heart Flow,CO-Tandem Heart Flow,metavision,chartevents,Tandem Heart,L/min,Numeric,
12002,15190,228190,Infusate Drops/Minute,Infusate Drops/Minute,metavision,chartevents,Tandem Heart,None,Numeric,
12003,15191,228191,Infusion Pressure of Line,Infusion Pressure of Line,metavision,chartevents,Tandem Heart,None,Numeric,
12004,15192,228192,Oxygenator Sweep Rate,Oxygenator Sweep Rate,metavision,chartevents,Tandem Heart,L/min,Numeric,
12005,15193,228193,Oxygenator/ECMO,Oxygenator/ECMO,metavision,chartevents,Tandem Heart,,Checkbox,
12006,15194,228194,Peripheral Pulses (Tandem Heart),Peripheral Pulses (Tandem Heart),metavision,chartevents,Tandem Heart,,Text,
12007,15195,228195,Pump Speed,Pump Speed,metavision,chartevents,Tandem Heart,None,Numeric,
12008,15196,228196,Return Site Observed (Tandem Heart),Return Site Observed (Tandem Heart),metavision,chartevents,Tandem Heart,,Checkbox,
12009,15197,228198,Tandem Heart Flow,Tandem Heart Flow,metavision,chartevents,Tandem Heart,L/min,Numeric,
12010,15198,228199,Type (Tandem Heart),Type (Tandem Heart),metavision,chartevents,Tandem Heart,,Text,
12011,15199,228200,Vibration in Line,Vibration in Line,metavision,chartevents,Tandem Heart,,Checkbox,
12012,15200,228201,Tandem Heart Access Line,Tandem Heart Access Line,metavision,procedureevents_mv,Access Lines - Invasive,None,Process,
12013,15201,228202,Tandem Heart Return Line,Tandem Heart Return Line,metavision,procedureevents_mv,Access Lines - Invasive,None,Process,
12014,15202,228203,Tandem Heart Access Line Cannula Site,Tandem Heart Access Line Cannula Site,metavision,chartevents,Access Lines - Invasive,,Text,
12015,15203,228204,Tandem Heart Access Line Catheter Length,Tandem Heart Access Line Catheter Length,metavision,chartevents,Access Lines - Invasive,cm,Numeric,
12016,15204,228206,Tandem Heart Access Line Discontinued,Tandem Heart Access Line Discontinued,metavision,chartevents,Access Lines - Invasive,,Text,
12017,15205,228207,Tandem Heart Access Line Dressing Change,Tandem Heart Access Line Dressing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
12018,15206,228208,Tandem Heart Access Line Dressing Occlusive,Tandem Heart Access Line Dressing Occlusive,metavision,chartevents,Access Lines - Invasive,,Checkbox,
12019,15207,228209,Tandem Heart Access Line Insertion Date,Tandem Heart Access Line Insertion Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
12020,15208,228210,Tandem Heart Access Line Position,Tandem Heart Access Line Position,metavision,chartevents,Access Lines - Invasive,,Text,
12021,15209,228211,Tandem Heart Access Line Postion Confirmed,Tandem Heart Access Line Position Confirmed,metavision,chartevents,Access Lines - Invasive,,Text,
12022,15210,228212,Tandem Heart Access Line Pump Housing Checked,Tandem Heart Access Line Pump Housing Checked,metavision,chartevents,Access Lines - Invasive,,Checkbox,
12023,15211,228213,Tandem Heart Access Line Repositioned,Tandem Heart Access Line Repositioned,metavision,chartevents,Access Lines - Invasive,,Checkbox,
12024,15212,228214,Tandem Heart Access Line Site Appear,Tandem Heart Access Line Site Appear,metavision,chartevents,Access Lines - Invasive,,Text,
12025,15213,228215,Tandem Heart Access Line Tubing Change,Tandem Heart Access Line Tubing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
12026,15214,228216,Tandem Heart Access Line Type,Tandem Heart Access Line Type,metavision,chartevents,Access Lines - Invasive,,Text,
12027,15215,228217,Tandem Heart Return Cannula Discontinued,Tandem Heart Return Cannula Discontinued,metavision,chartevents,Access Lines - Invasive,,Text,
12028,15216,228218,Tandem Heart Return Cannula Dressing Change,Tandem Heart Return Cannula Dressing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
12029,15217,228219,Tandem Heart Return Cannula Dressing Occlusive,Tandem Heart Return Cannula Dressing Occlusive,metavision,chartevents,Access Lines - Invasive,,Checkbox,
12030,15218,228221,Tandem Heart Return Cannula Insertion Date,Tandem Heart Return Cannula Insertion Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
12031,15219,228222,Tandem Heart Return Cannula Migration,Tandem Heart Return Cannula Migration,metavision,chartevents,Access Lines - Invasive,,Checkbox,
12032,15220,228223,Tandem Heart Return Cannula Position,Tandem Heart Return Cannula Position,metavision,chartevents,Access Lines - Invasive,,Text,
12033,15221,228224,Tandem Heart Return Cannula Repositioned,Tandem Heart Return Cannula Repositioned,metavision,chartevents,Access Lines - Invasive,,Checkbox,
12034,15222,228225,Tandem Heart Return Cannula Site,Tandem Heart Return Cannula Site,metavision,chartevents,Access Lines - Invasive,,Text,
12035,15223,228226,Tandem Heart Return Cannula Site Appear,Tandem Heart Return Cannula Site Appear,metavision,chartevents,Access Lines - Invasive,,Text,
12036,15224,228227,Tandem Heart Return Cannula Size,Tandem Heart Return Cannula Size,metavision,chartevents,Access Lines - Invasive,,Text,
12037,15225,228228,"Family meeting attempted, unable","Family meeting attempted, unable",metavision,procedureevents_mv,7-Communication,None,Process,
12038,15226,228229,PAR-Activity,PAR-Activity,metavision,chartevents,Routine Vital Signs,,Text,
12039,15227,228230,PAR-Circulation,PAR-Circulation,metavision,chartevents,Routine Vital Signs,,Text,
12040,15228,228231,PAR-Consciousness,PAR-Consciousness,metavision,chartevents,Routine Vital Signs,,Text,
12041,15229,228232,PAR-Oxygen saturation,PAR-Oxygen saturation,metavision,chartevents,Routine Vital Signs,,Text,
12042,15230,228233,PAR-Remain sedated,PAR-Remain sedated,metavision,chartevents,Routine Vital Signs,,Checkbox,
12043,15231,228234,PAR-Respiration,PAR-Respiration,metavision,chartevents,Routine Vital Signs,,Text,
12044,15232,228236,Insulin pump,Insulin pump,metavision,chartevents,Adm History/FHPA,,Checkbox,
12045,15233,228239,Phenytoin (Free) (SOFT),Phenytoin (Free) (SOFT),metavision,chartevents,Labs,None,Numeric,
12046,15234,228240,D-Dimer (SOFT),D-Dimer (SOFT),metavision,chartevents,Labs,None,Numeric with tag,
12047,15235,228241,Ammonia (Soft)_OLD_1,Ammonia (Soft)_OLD_1,metavision,chartevents,Labs,None,Numeric,
12048,15236,228242,Pt. Temperature (BG) (SOFT),Pt. Temperature (BG) (SOFT),metavision,chartevents,Labs,None,Numeric,
12049,15237,228243,PH (SOFT),PH (SOFT),metavision,chartevents,Labs,None,Numeric,
12050,15238,228260,FM Pt Preferences,FM Pt Preferences,metavision,chartevents,Family Mtg Note,,Checkbox,
12051,15239,228261,FM CM Consult,FM CM Consult,metavision,chartevents,Family Mtg Note,,Checkbox,
12052,15240,228263,FM Concerns elicited,FM Concerns elicited,metavision,chartevents,Family Mtg Note,,Checkbox,
12053,15241,228043,Site cleaned with ChloraPrep(TM) (PICC),Site cleaned with ChloraPrep(TM) (PICC),metavision,chartevents,PICC Line Insertion,,Text,
12054,15242,228044,Sterile field maintained throughout procedure (PICC),Sterile field throughout procedure (PICC),metavision,chartevents,PICC Line Insertion,,Text,
12055,15243,228045,Transparent dressing applied and dated (PICC),Transparent dressing applied and dated (PICC),metavision,chartevents,PICC Line Insertion,,Text,
12056,15244,228046,PICC Ordered on POE,PICC Ordered on POE,metavision,chartevents,PICC Line Insertion,,Text,
12057,15245,228047,Follow-up X-RAY Ordered (PICC),Follow-up X-RAY Ordered (PICC),metavision,chartevents,PICC Line Insertion,,Text,
12058,15246,228048,Immediate complications (PICC),Immediate complications (PICC),metavision,chartevents,PICC Line Insertion,,Text,
12059,15247,228049,Attending/Supervisor is the Clinical Operator (PICC)_New,Attending/Supervisor is Clinical Operator (PICC)_N,metavision,chartevents,PICC Line Insertion,,Checkbox,
12060,15248,228050,I was present during the above procedure and agree with the checklist (PICC),I was present during the procedure (PICC),metavision,chartevents,PICC Line Insertion,,Checkbox,
12061,15249,228051,Hand cleansing prior to procedure (Bronch),Hand cleansing prior to procedure (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12062,15250,228052,Topical Lidocaine used (Bronch),Topical Lidocaine used (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12063,15251,228053,Topical Cetacaine used (Bronch),Topical Cetacaine used (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12064,15252,228055,Bronchoalveolar lavage (BAL) / washing (Bronch,Bronchoalveolar lavage (BAL) / wash (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12065,15253,228056,Endobronchial ultrasound (EBUS) (Bronch),Endobronchial ultrasound (EBUS) (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12066,15254,228057,Brushings (Bronch),Brushings (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12067,15255,228058,Transbronchial biopsy (Bronch),Transbronchial biopsy (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12068,15256,228059,Transbronchial needle aspirate (Bronch),Transbronchial needle aspirate (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12069,15257,228060,Conscious sedation used (Bronch),Conscious sedation used (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12070,15258,228061,Photodynamic therapy PDT (Bronch),Photodynamic therapy PDT (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12071,15259,228062,Autofluorescence AF (Bronch),Autofluorescence AF (Bronch),metavision,chartevents,Bronchoscopy,,Text,
12072,15260,228063,The Attending/Supervisor is the Clinician Operator (Bronch),The Attending/Supervisor (Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
12073,15261,228064,I was present during the above procedure and agree with the checklist (Bronch),I was present during the above procedure (Bronch),metavision,chartevents,Bronchoscopy,,Checkbox,
12074,15262,228065,Hand Cleansing prior to procedure (Intubation),Hand Cleansing prior to procedure (Intubation),metavision,chartevents,Intubation,,Text,
12075,15263,228066,Unable to complete Airway Assessment (Intubation),Unable to complete  Assessment (Intubation),metavision,chartevents,Intubation,,Text,
12076,15264,228067,Stylette (Intubation),Stylette (Intubation),metavision,chartevents,Intubation,,Text,
12077,15265,228068,Bougie (Intubation),Bougie (Intubation),metavision,chartevents,Intubation,,Text,
12078,15266,228069,Tube Secured (Intubation),Tube Secured (Intubation),metavision,chartevents,Intubation,,Text,
12079,15267,228070,The Attending/Supervisor is the Clinical Operator (Intubation),The Attending/Supervisor (Intubation),metavision,chartevents,Intubation,,Checkbox,
12080,15268,228071,I was present during the above procedure and agree with the checklist (Intubation),I was present during the procedure (Intubation),metavision,chartevents,Intubation,,Checkbox,
12081,15269,228072,Hand cleansing prior to procedure (LP),Hand cleansing prior to procedure (LP),metavision,chartevents,Lumbar Puncture,,Text,
12082,15270,228073,Site cleansed with Providone Iodine (LP),Site cleansed with Providone Iodine (LP),metavision,chartevents,Lumbar Puncture,,Text,
12083,15271,228074,Number of attempts to perform (LP),Number of attempts to perform (LP),metavision,chartevents,Lumbar Puncture,,Text,
12084,15272,228075,Number of operators (LP),Number of operators (LP),metavision,chartevents,Lumbar Puncture,,Text,
12085,15273,228077,Dressing applied and dated (LP),Dressing applied and dated (LP),metavision,chartevents,Lumbar Puncture,,Text,
12086,15274,228078,The Attending/Supervisor is the Clinician Operator (LP),The Attending/Supervisor (LP),metavision,chartevents,Lumbar Puncture,,Checkbox,
12087,15275,228079,I was present during the above procedure and agree with the checklist (LP),I was present during the above procedure (LP),metavision,chartevents,Lumbar Puncture,,Checkbox,
12088,15276,228080,Insertion kit used (PACEN),Insertion kit used (PACEN),metavision,chartevents,Paracentesis,,Text,
12089,15277,228081,Hand cleansing prior to procedure (PACEN),Hand cleansing prior to procedure (PACEN),metavision,chartevents,Paracentesis,,Text,
12090,15278,228082,Site cleaned with ChloraPrep (PACEN),Site cleaned with ChloraPrep (PACEN),metavision,chartevents,Paracentesis,,Text,
12091,15279,228084,Dressing applied and dated (PACEN),Dressing applied and dated (PACEN),metavision,chartevents,Paracentesis,,Text,
12092,15280,228085,The Attending/Supervisor is the Clinical Operator (PACEN),The Attending/Supervisor (PACEN),metavision,chartevents,Paracentesis,,Checkbox,
12093,15281,228086,I was present during the above procedure and agree with the checklist (PACEN),I was present during the above procedure (PACEN),metavision,chartevents,Paracentesis,,Checkbox,
12094,15282,228087,Insertion kit used (THCEN),Insertion kit used (THCEN),metavision,chartevents,Thoracentesis,,Text,
12095,15283,228088,Hand cleansing prior to procedure (THCEN),Hand cleansing prior to procedure (THCEN),metavision,chartevents,Thoracentesis,,Text,
12096,15284,228089,Site cleansed with ChloraPrep (THCEN),Site cleansed with ChloraPrep (THCEN),metavision,chartevents,Thoracentesis,,Text,
12097,15285,228090,Number of attempts (THCEN),Number of attempts (THCEN),metavision,chartevents,Thoracentesis,None,Numeric,
12098,15286,228091,Number of operators (THCEN),Number of operators (THCEN),metavision,chartevents,Thoracentesis,,Text,
12099,15287,228092,Dressing applied and dated (THCEN),Dressing applied and dated (THCEN),metavision,chartevents,Thoracentesis,,Text,
12100,15288,228093,Follow-up X-RAY Ordered (THCEN),Follow-up X-RAY Ordered (THCEN),metavision,chartevents,Thoracentesis,,Text,
12101,15289,228094,The Attending/Supervisor is the Clinician Operator (THCEN),The Attending/Supervisor (THCEN),metavision,chartevents,Thoracentesis,,Checkbox,
12102,15290,228095,I was present during the above procedure and agree with the checklist (THCEN),I was present during the above procedure (THCEN),metavision,chartevents,Thoracentesis,,Checkbox,
12103,15291,228096,Richmond-RAS Scale,Richmond-RAS Scale,metavision,chartevents,Pain/Sedation,,Text,
12104,15292,228097,14 Gauge placed in the field,14 Gauge placed in the field,metavision,chartevents,Access Lines - Peripheral,,Checkbox,
12105,15293,228098,16 Gauge placed in the field,16 Gauge placed in the field,metavision,chartevents,Access Lines - Peripheral,,Checkbox,
12106,15294,228099,18 Gauge placed in the field,18 Gauge placed in the field,metavision,chartevents,Access Lines - Peripheral,,Checkbox,
12107,15295,228100,20 Gauge placed in the field,20 Gauge placed in the field,metavision,chartevents,Access Lines - Peripheral,,Checkbox,
12108,15296,228101,22 Gauge placed in the field,22 Gauge placed in the field,metavision,chartevents,Access Lines - Peripheral,,Checkbox,
12109,15297,228102,Enema administration,Enema administration,metavision,chartevents,Treatments,,Text,
12110,15298,228103,Stool containment device placed,Stool containment device placed,metavision,outputevents,Output,,Date time,
12111,15299,228106,NonOperative Diagnoses,NonOperative Diagnoses,metavision,chartevents,ApacheII Parameters,,Text,
12112,15300,228107,Elective Postoperative Diagnoses,Elective Postoperative Diagnoses,metavision,chartevents,ApacheII Parameters,,Text,
12113,15301,228108,Emergency Postoperative Diagnoses,Emergency Postoperative Diagnoses,metavision,chartevents,ApacheII Parameters,,Text,
12114,15302,228109,APACHE IV diagnoses,APACHE IV diagnoses,metavision,chartevents,ApacheIV Parameters,,Text,
12115,15303,228110,APACHE IV diagnoses-2,APACHE IV diagnoses-2,metavision,chartevents,ApacheIV Parameters,,Text,
12116,15304,228111,Readmission,Readmission,metavision,chartevents,Scores - APACHE IV (2),,Checkbox,
12117,15305,228112,GCSVerbalApacheIIValue (intubated),GCSVerbalApacheIIValue (intubated),metavision,chartevents,Scores - APACHE II,,Text,
12118,15306,228113,Insertion kit used (PA line),Insertion kit used (PA line),metavision,chartevents,PA Line Insertion,,Text,
12119,15307,228114,Hand cleansing prior to procedure (PA Line),Hand cleansing prior to procedure (PA Line),metavision,chartevents,PA Line Insertion,,Text,
12120,15308,228115,Site cleansed with ChloraPrep(TM) (PA line),Site cleansed with ChloraPrep(TM) (PA line),metavision,chartevents,PA Line Insertion,,Text,
12121,15309,228116,Sterile field maintained throughout procedure (PA line),Sterile field throughout procedure (PALine),metavision,chartevents,PA Line Insertion,,Text,
12122,15310,228117,Thermodilution (PA line),Thermodilution (PA line),metavision,chartevents,PA Line Insertion,,Text,
12123,15311,228118,Fick (PA line),Fick (PA line),metavision,chartevents,PA Line Insertion,,Text,
12124,15312,228119,Depth at which wedge obtained (PA Line),Depth at which wedge obtained (PA Line),metavision,chartevents,PA Line Insertion,cm,Numeric,
12125,15313,228120,Transparent dressing applied and dated (PA line),Transparent dressing  (PA line),metavision,chartevents,PA Line Insertion,,Text,
12126,15314,228121,PA line ordered on POE,PA line ordered on POE,metavision,chartevents,PA Line Insertion,,Text,
12127,15315,228122,Follow-up X-RAYordered (PA Line),Follow-up X-RAYordered (PA Line),metavision,chartevents,PA Line Insertion,,Text,
12128,15316,228123,The Attending/Supervisor is the Clinical Operator (PA Line),The Attending/Supervisor (PA Line),metavision,chartevents,PA Line Insertion,,Checkbox,
12129,15317,228124,I was present during the above procedure and agree with the checklist (PA Line),I was present for procedure (PA Line),metavision,chartevents,PA Line Insertion,,Checkbox,
12130,15318,228125,Family meeting held,Family meeting held,metavision,procedureevents_mv,7-Communication,None,Process,
12131,15319,228126,Family met with Case Manager,Family met with Case Manager,metavision,procedureevents_mv,7-Communication,None,Process,
12132,15320,228127,Family met with Social Worker,Family met with Social Worker,metavision,procedureevents_mv,7-Communication,None,Process,
12133,15321,228128,Family updated by MD,Family updated by MD,metavision,procedureevents_mv,7-Communication,None,Process,
12134,15322,228129,Family updated by RN,Family updated by RN,metavision,procedureevents_mv,7-Communication,None,Process,
12135,15323,228130,NEOB notified,NEOB notified,metavision,procedureevents_mv,7-Communication,None,Process,
12136,15324,228131,Isosource 1.5 (1/2),Isosource 1.5 (1/2),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
12137,15325,228132,Isosource 1.5 (1/4),Isosource 1.5 (1/4),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
12138,15326,228133,Isosource 1.5 (2/3),Isosource 1.5 (2/3),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
12139,15327,228134,Isosource 1.5 (3/4),Isosource 1.5 (3/4),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
12140,15328,228135,Isosource 1.5 (Full),Isosource 1.5 (Full),metavision,inputevents_mv,Nutrition - Enteral,mL,Solution,
12141,15329,228136,Family notified of transfer,Family notified of transfer,metavision,procedureevents_mv,7-Communication,None,Process,
12142,15330,228137,CHG Bath,CHG Bath,metavision,chartevents,Treatments,,Checkbox,
12143,15331,228140,Dextrose 20%,Dextrose 20%,metavision,inputevents_mv,Fluids/Intake,mL,Solution,
12144,15332,228141,Dextrose 30%,Dextrose 30%,metavision,inputevents_mv,Fluids/Intake,mL,Solution,
12145,15333,228142,Dextrose 40%,Dextrose 40%,metavision,inputevents_mv,Fluids/Intake,mL,Solution,
12146,15334,228145,ABI Ankle BP L,ABI Ankle BP L ,metavision,chartevents,IABP,mmHg,Numeric,
12147,15335,228146,ABI Brachial BP R,ABI Brachial BP R ,metavision,chartevents,IABP,mmHg,Numeric,
12148,15336,228148,ABI Ankle BP R (Impella),ABI Ankle BP R (Impella),metavision,chartevents,Impella,mmHg,Numeric,
12149,15337,228149,ABI Brachial BP L (Impella),ABI Brachial BP L (Impella),metavision,chartevents,Impella,mmHg,Numeric,
12150,15338,228151,Aortic Pressure Signal - Diastolic,Aortic Pressure Signal - Diastolic,metavision,chartevents,Impella,None,Numeric,
12151,15339,228152,Aortic Pressure Signal - Systolic,Aortic Pressure Signal - Systolic,metavision,chartevents,Impella,None,Numeric,
12152,15340,228153,Dual Signal Screen,Dual Signal Screen,metavision,chartevents,Impella,,Text,
12153,15341,228154,Impella 2.5 Flow Rate,Impella 2.5 Flow Rate,metavision,chartevents,Impella,L/min,Numeric,
12154,15342,228156,Performance Level,Performance Level,metavision,chartevents,Impella,,Text,
12155,15343,228157,Placement Monitoring Screen,Placement Monitoring Screen,metavision,chartevents,Impella,,Text,
12156,15344,228158,Purge Pressure,Purge Pressure,metavision,chartevents,Impella,mmHg,Numeric,
12157,15345,228159,Purge Solution Flow Rate,Purge Solution Flow Rate,metavision,chartevents,Impella,ml/hr,Numeric,
12158,15346,228160,Impella Aortic Pressure Tubing Change,Impella Aortic Pressure Tubing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
12159,15347,228162,Impella Catheter Position,Impella Catheter Position,metavision,chartevents,Access Lines - Invasive,cm,Numeric,
12160,15348,228163,Impella Catheter Repositioned,Impella Catheter Repositioned,metavision,chartevents,Access Lines - Invasive,,Checkbox,
12161,15349,228164,Impella Catheter Site,Impella Catheter Site,metavision,chartevents,Access Lines - Invasive,,Text,
12162,15350,228165,Impella Daily Tubing Change,Impella Daily Tubing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
12163,15351,228166,Impella Dressing Change,Impella Dressing Change,metavision,datetimeevents,Access Lines - Invasive,,Date time,
12164,15352,228167,Impella Dressing Occlusive,Impella Dressing Occlusive,metavision,chartevents,Access Lines - Invasive,,Checkbox,
12165,15353,228168,Impella Insertion Date,Impella Insertion Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
12166,15354,228169,Impella Line,Impella Line,metavision,procedureevents_mv,Access Lines - Invasive,None,Process,
12167,15355,228170,Impella Line Discontinued,Impella Line Discontinued,metavision,chartevents,Access Lines - Invasive,,Text,
12168,15356,228171,Impella Placement Confirmed,Impella Placement Confirmed,metavision,chartevents,Access Lines - Invasive,,Text,
12169,15357,228172,Impella Postion Confirmed,Impella Position Confirmed,metavision,chartevents,Access Lines - Invasive,,Text,
12170,15358,228173,Impella Position,Impella Position,metavision,chartevents,Access Lines - Invasive,,Text,
12171,15359,228174,Impella Line Site Appear,Impella Line Site Appear,metavision,chartevents,Access Lines - Invasive,,Text,
12172,15360,228175,Calibrated (PiCCO),Calibrated (PiCCO),metavision,chartevents,PiCCO,,Checkbox,
12173,15361,228176,CFI (PiCCO),CFI (PiCCO),metavision,chartevents,PiCCO,L/min,Numeric,
12174,15362,228580,Impaired Skin #5- Type,Impaired Skin #5- Type,metavision,chartevents,Skin - Impairment,,Text,
12175,15363,228581,Impaired Skin #6- Type,Impaired Skin #6- Type,metavision,chartevents,Skin - Impairment,,Text,
12176,15364,228582,Impaired Skin #7- Type,Impaired Skin #7- Type,metavision,chartevents,Skin - Impairment,,Text,
12177,15365,228583,Impaired Skin #8- Type,Impaired Skin #8- Type,metavision,chartevents,Skin - Impairment,,Text,
12178,15366,228584,Impaired Skin #9- Type,Impaired Skin #9- Type,metavision,chartevents,Skin - Impairment,,Text,
12179,15367,228585,Impaired Skin #10- Type,Impaired Skin #10- Type,metavision,chartevents,Skin - Impairment,,Text,
12180,15368,228586,Dressing Status,Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12181,15369,228594,Incision #1- Dressing Status,Incision #1- Dressing Status,metavision,chartevents,Skin - Incisions,,Text,
12182,15370,228595,Incision #2- Dressing Status,Incision #2- Dressing Status,metavision,chartevents,Skin - Incisions,,Text,
12183,15371,228596,Incision #3- Dressing Status,Incision #3- Dressing Status,metavision,chartevents,Skin - Incisions,,Text,
12184,15372,228597,Incision #4- Dressing Status,Incision #4- Dressing Status,metavision,chartevents,Skin - Incisions,,Text,
12185,15373,228598,Incision #5- Dressing Status,Incision #5- Dressing Status,metavision,chartevents,Skin - Incisions,,Text,
12186,15374,228599,Incision #6- Dressing Status,Incision #6- Dressing Status,metavision,chartevents,Skin - Incisions,,Text,
12187,15375,228600,Impaired Skin #1- Dressing Status,Impaired SKin #1- Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12188,15376,228601,Impaired Skin #2- Dressing Status,Impaired SKin #2- Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12189,15377,228602,Impaired Skin #3- Dressing Status,Impaired SKin #3- Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12190,15378,228603,Impaired Skin #4- Dressing Status,Impaired SKin #4- Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12191,15379,228604,Impaired Skin #5- Dressing Status,Impaired SKin #5- Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12192,15380,228605,Impaired Skin #6- Dressing Status,Impaired SKin #6- Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12193,15381,228606,Impaired Skin #7- Dressing Status,Impaired SKin #7- Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12194,15382,228607,Impaired Skin #8- Dressing Status,Impaired SKin #8- Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12195,15383,228608,Impaired Skin #9- Dressing Status,Impaired SKin #9- Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12196,15384,228609,Impaired Skin #10- Dressing Status,Impaired SKin #10- Dressing Status,metavision,chartevents,Skin - Impairment,,Text,
12197,15385,228264,FM Condition Rev,FM Condition Rev,metavision,chartevents,Family Mtg Note,,Checkbox,
12198,15386,228265,FM Prehuddle,FM Prehuddle,metavision,chartevents,Family Mtg Note,,Checkbox,
12199,15387,228266,FM Date/Time,FM Date/Time,metavision,datetimeevents,Family Mtg Note,,Date time,
12200,15388,228267,FM Discord noted,FM Discord noted,metavision,chartevents,Family Mtg Note,,Checkbox,
12201,15389,228268,FM Dx reviewed,FM Dx reviewed,metavision,chartevents,Family Mtg Note,,Checkbox,
12202,15390,228270,FM ICU-Hosp duration,FM ICU-Hosp duration,metavision,chartevents,Family Mtg Note,,Checkbox,
12203,15391,228271,FM Intepreter present,FM Intepreter present,metavision,chartevents,Family Mtg Note,,Checkbox,
12204,15392,228272,FM Location,FM Location,metavision,chartevents,Family Mtg Note,,Text,
12205,15393,228273,FM Measures,FM Measures,metavision,chartevents,Family Mtg Note,,Checkbox,
12206,15394,228276,FM Prognosis reviewed,FM Prognosis reviewed,metavision,chartevents,Family Mtg Note,,Checkbox,
12207,15395,228277,FM Pt present,FM Pt present,metavision,chartevents,Family Mtg Note,,Checkbox,
12208,15396,228279,FM Spirit/cultural,FM Spirit/cultural,metavision,chartevents,Family Mtg Note,,Checkbox,
12209,15397,228282,FM SW consult,FM SW consult,metavision,chartevents,Family Mtg Note,,Checkbox,
12210,15398,228283,FM Sx controlled,FM Sx controlled,metavision,chartevents,Family Mtg Note,,Checkbox,
12211,15399,228284,FM Time spent,FM Time spent,metavision,chartevents,Family Mtg Note,min,Numeric,
12212,15400,228285,FM Tx/goals,FM Tx/goals,metavision,chartevents,Family Mtg Note,,Checkbox,
12213,15401,228286,Intraosseous Device,IO Device,metavision,procedureevents_mv,Access Lines - Invasive,None,Process,
12214,15402,228290,IO Dressing,IO Dressing,metavision,chartevents,Access Lines - Invasive,,Text,
12215,15403,228291,IO Insertion Date,IO Insertion Date,metavision,datetimeevents,Access Lines - Invasive,,Date time,
12216,15404,228292,IO Placed in outside facility,IO Placed in outside facility,metavision,chartevents,Access Lines - Invasive,,Text,
12217,15405,228293,IO Site Appearance,IO Site Appearance,metavision,chartevents,Access Lines - Invasive,,Text,
12218,15406,228294,IO Wristband in place,IO Wristband in place,metavision,chartevents,Access Lines - Invasive,,Text,
12219,15407,228296,PCA concentrations,PCA concentrations,metavision,chartevents,Pain/Sedation,,Text,
12220,15408,228610,Pressure Ulcer #1- Depth,Pressure Ulcer #1- Depth,metavision,chartevents,Skin - Impairment,cm,Numeric,
12221,15409,228611,Pressure Ulcer #2- Depth,Pressure Ulcer #2- Depth,metavision,chartevents,Skin - Impairment,cm,Numeric,
